name,serviceCode,startDate,rateCents
"Customer C-01061","LEGACY-CODE","06/27/24",54698
"Customer C-06657","SW-ROLLOFF-40YD","12-Apr-20",57152
"Customer C-41196","SW-ROLLOFF-40YD","2019-09-18",59087
"Customer C-04027","SW-COMM-6","2021-09-26",19626
"Customer C-21734","SW-RES-1-W","11/24/2022",60518
"Customer C-19644","SW-RO-30YD","2019-09-16",49216
"Customer C-01793","SW-FL-2YD","07/23/2024",4775
"Customer C-38213","SW-FL-6YD","04/27/2024",17282
"Customer C-22170","SW-COMM-8","02/07/2019",20495
"Customer C-12756","SW-COMM-6YD","02/11/2021",10573
"Customer C-29393","SW-RO-40YD","07/23/2020",61227
"Customer C-01442","SW-COMM-4YD","2022-04-04",16978
"Customer C-06343","SW-RO-20","01/11/2021",37905
"Customer C-30947","SW-COMM-8YD","06/10/21",18420
"Customer C-18559","SW-FL-6YD","05-Mar-23",11045
"Customer C-07793","SW-COMM-6","10/13/2023",12673
"Customer C-02364","SW-ROLLOFF-20YD","12/24/19",43693
"Customer C-07124","SW-COMM-2YD","2024-12-05",4455
"Customer C-19282","SW-COMM-6YD","02/19/21",14285
"Customer C-01450","OLD-SVC-7","10/11/2019",60131
"Customer C-07122","SW-FL-2YD","02/27/2020",10461
"Customer C-32402","SW-FL-2YD","01/10/2024",12877
"Customer C-05942","SW-ROLLOFF-20YD","24-Jul-21",40262
"Customer C-09766","SW-RES-1-M","05/21/2022",36851
"Customer C-35396","SW-RO-20","07/05/2023",38882
"Customer C-28941","SW-FL-6YD","05/27/2020",17004
"Customer C-08482","SW-COMM-4YD","01/26/19",14991
"Customer C-41199","SW-RO-40YD","10/09/2022",57488
"Customer C-21585","SW-RO-30","25-Jun-24",52247
"Customer C-14760","SW-RO-30YD","08/07/2024",53444
"Customer C-14538","SW-RO-40","05/24/2023",60642
"Customer C-15779","SW-ROLLOFF-10YD","06/21/24",26204
"Customer C-04733","SW-FL-8YD","08-Sep-23",18160
"Customer C-38180","SW-ROLLOFF-40YD","04/06/20",62185
"Customer C-20346","SW-ROLLOFF-10YD","16-Nov-24",26730
"Customer C-29590","SW-COMM-6YD","2022-03-21",18284
"Customer C-39759","SW-FL-6YD","06/07/2020",14472
"Customer C-01813","SW-RES-1-M","17-Apr-23",16202
"Customer C-23099","SW-ROLLOFF-40YD","2020-03-07",61184
"Customer C-39420","SW-RO-10YD","12-Nov-21",28545
"Customer C-37746","SW-ROLLOFF-20YD","2022-02-12",39607
"Customer C-08658","SW-FL-4YD","02/12/2021",7263
"Customer C-40749","SW-RO-40","2021-12-27",57540
"Customer C-37868","SW-RO-40","17-Aug-21",63929
"Customer C-42123","SW-COMM-4","12/13/2024",13767
"Customer C-23402","SW-COMM-8YD","2024-11-12",15977
"Customer C-26572","SW-COMM-6","09/15/2024",19350
"Customer C-09738","SW-ROLLOFF-20YD","2019-12-02",44354
"Customer C-01452","SW-FL-6YD","01/01/2021",17202
"Customer C-03115","SW-RO-10YD","09/10/2024",34095
"Customer C-26595","SW-COMM-4YD","15-Feb-21",10648
"Customer C-41244","SW-COMM-8","06/05/2020",13627
"Customer C-24226","SW-COMM-2YD","03/14/2023",11477
"Customer C-34260","SW-ROLLOFF-40YD","2021-01-17",63205
"Customer C-33233","SW-COMM-8YD","02/02/20",18660
"Customer C-08774","SW-RO-20","07/28/23",44688
"Customer C-42863","SW-FL-6YD","2019-09-07",11186
"Customer C-13080","SW-RES-1-M","28-Apr-19",30775
"Customer C-36869","SW-RO-30YD","2020-02-27",48063
"Customer C-21260","SW-RO-30YD","2024-04-26",49306
"Customer C-27980","SW-ROLLOFF-40YD","02/10/20",63400
"Customer C-41887","SW-COMM-4","10/12/2020",14696
"Customer C-28180","SW-COMM-8YD","10/12/2021",17368
"Customer C-04064","SW-RO-10","2023-09-26",30376
"Customer C-24654","SW-ROLLOFF-20YD","2024-10-21",37116
"Customer C-43285","SW-RO-10","09-Feb-21",27764
"Customer C-22426","SW-COMM-6YD","2019-06-01",19130
"Customer C-19847","SW-RO-40","01/10/2022",58230
"Customer C-15626","SW-COMM-8","10/21/2020",13706
"Customer C-06495","SW-RES-1-M","03/13/2024",12574
"Customer C-00623","SW-RO-10YD","20-Oct-20",29139
"Customer C-40578","SW-COMM-2YD","07/19/2020",12965
"Customer C-02628","SW-RO-10YD","01/19/2024",25249
"Customer C-20476","SW-RO-10","10/11/19",26950
"Customer C-24134","SW-RES-1-BW","2022-05-08",26940
"Customer C-03712","SW-FL-4YD","10/05/2019",9194
"Customer C-29376","SW-FL-8YD","07/03/20",19196
"Customer C-09815","SW-RO-10","01/01/2020",32950
"Customer C-20625","SW-COMM-8YD","2024-09-14",16558
"Customer C-37313","SW-ROLLOFF-30YD","05-Jun-23",47823
"Customer C-28970","SW-RO-20","01/11/2024",36214
"Customer C-29111","SW-RO-10","2023-08-21",28120
"Customer C-23554","SW-COMM-4","02/10/2021",12336
"Customer C-34630","SW-RO-40YD","28-Jan-24",57573
"Customer C-30977","SW-COMM-8YD","01-Apr-21",15974
"Customer C-16940","SW-FL-2YD","01/22/23",5241
"Customer C-10620","SW-RO-20YD","06/26/2022",40538
"Customer C-11627","SW-RES-1-W","09/01/2020",9802
"Customer C-20872","SW-RO-40YD","2021-12-21",55950
"Customer C-38407","SW-COMM-4","06/15/24",11561
"Customer C-24729","SW-COMM-XX","01/25/2024",16053
"Customer C-41695","SW-FL-4YD","2020-03-01",12037
"Customer C-14054","SW-RO-40","11/22/2021",59939
"Customer C-43132","SW-FL-2YD","2020-01-11",12980
"Customer C-05563","SW-COMM-4","05/26/2020",14722
"Customer C-24645","SW-RO-40YD","09/21/20",58808
"Customer C-26539","SW-COMM-4","2020-04-22",11527
"Customer C-32723","SW-ROLLOFF-40YD","06/09/21",60317
"Customer C-17517","SW-RO-20YD","11-Feb-19",39890
"Customer C-29858","SW-RO-40","09/16/2020",58343
"Customer C-35652","SW-FL-8YD","24-Aug-21",13088
"Customer C-38028","SW-RES-1-BW","09/23/20",48919
"Customer C-08885","SW-COMM-4","07-Oct-20",13190
"Customer C-32049","SW-FL-4YD","2023-12-25",15880
"Customer C-01585","SW-FL-6YD","17-Jan-20",13761
"Customer C-33638","SW-ROLLOFF-40YD","2022-06-03",62790
"Customer C-13411","SW-ROLLOFF-40YD","2021-04-10",64790
"Customer C-44836","SW-RO-20","24-Oct-24",41893
"Customer C-16008","SW-RO-20","19-Sep-23",43623
"Customer C-26234","SW-RO-30","2021-05-15",46220
"Customer C-40285","SW-ROLLOFF-20YD","09-Jul-20",43027
"Customer C-24811","SW-FL-8YD","02/17/2020",14016
"Customer C-32296","SW-RO-10","2023-06-14",31594
"Customer C-25374","SW-ROLLOFF-20YD","09/10/2021",36844
"Customer C-32095","SW-RO-30","07/13/2019",50385
"Customer C-18646","SW-ROLLOFF-10YD","2022-10-09",29714
"Customer C-09986","SW-RO-30YD","18-Mar-20",54789
"Customer C-32909","SW-RES-1-M","2020-10-26",4832
"Customer C-42205","SW-ROLLOFF-20YD","02/21/2019",41535
"Customer C-35537","SW-COMM-4YD","12/09/21",13286
"Customer C-08485","SW-RO-20YD","03/24/20",41926
"Customer C-43169","SW-RO-10","2020-08-21",27340
"Customer C-36451","SW-XX-99YD","07/28/2020",61418
"Customer C-41365","SW-ROLLOFF-40YD","04/20/2022",62186
"Customer C-09192","SW-COMM-4","04/04/2022",14645
"Customer C-08957","SW-COMM-8","03/13/2022",14799
"Customer C-36325","SW-COMM-6","10/02/23",16060
"Customer C-44402","SW-RO-20YD","27-Jun-23",40612
"Customer C-29903","SW-ROLLOFF-10YD","27-Oct-20",32251
"Customer C-19744","SW-FL-2YD","09/25/2021",13940
"Customer C-40838","SW-RO-20YD","22-Jan-23",36061
"Customer C-16140","SW-RES-1-M","02/10/2022",19427
"Customer C-17832","SW-RES-1-BW","05/15/2022",13281
"Customer C-16533","SW-RO-30YD","2020-04-15",53207
"Customer C-17571","SW-RO-10YD","2022-11-18",32098
"Customer C-00958","SW-RO-30","10/12/21",52788
"Customer C-08716","SW-COMM-4YD","2019-03-21",16769
"Customer C-29791","SW-COMM-8YD","2020-12-08",16176
"Customer C-38685","SW-ROLLOFF-10YD","2019-09-03",34577
"Customer C-34891","SW-RO-30YD","04/04/2020",54959
"Customer C-31911","SW-ROLLOFF-10YD","2020-03-06",31195
"Customer C-15453","SW-FL-8YD","2019-04-05",22804
"Customer C-01663","SW-FL-4YD","2023-11-05",10161
"Customer C-40132","SW-COMM-2","2019-01-04",6930
"Customer C-15262","SW-RO-20","12/06/2020",41797
"Customer C-09633","SW-ROLLOFF-20YD","08/19/2020",38898
"Customer C-14905","SW-RO-10","06/17/2021",28240
"Customer C-35908","SW-RO-30","09/02/2020",49625
"Customer C-33706","SW-COMM-4","25-Jan-21",13923
"Customer C-32525","SW-COMM-8YD","24-Apr-20",18726
"Customer C-02209","SW-ROLLOFF-10YD","08/09/20",33570
"Customer C-17312","SW-RO-30YD","05/04/2021",53976
"Customer C-13596","SW-COMM-4YD","08/07/2024",9890
"Customer C-38833","SW-RES-1-BW","10/20/2021",41186
"Customer C-20915","SW-RO-30YD","05/02/2024",54337
"Customer C-32472","SW-RO-10YD","05/02/23",30618
"Customer C-05530","SW-FL-8YD","2024-07-21",17778
"Customer C-32572","SW-RO-10YD","03/10/2019",30305
"Customer C-14029","SW-ROLLOFF-10YD","2024-02-17",27451
"Customer C-12738","SW-RO-40","08/05/2020",59286
"Customer C-23524","SW-RO-40","2019-02-01",58236
"Customer C-11881","SW-RO-20","16-Jul-22",37386
"Customer C-42342","SW-RO-20YD","2019-09-03",37471
"Customer C-16741","SW-RO-30","05/25/2020",49139
"Customer C-13663","SW-FL-6YD","07/02/24",16619
"Customer C-26784","SW-RO-10YD","08/19/19",31803
"Customer C-08584","SW-FL-6YD","09/14/20",11979
"Customer C-08595","SW-COMM-8","05-Mar-20",22610
"Customer C-11199","SW-FL-6YD","10/12/2022",12651
"Customer C-37575","SW-COMM-8YD","11/11/2020",13935
"Customer C-34706","SW-RES-1-M","07/23/2021",4650
"Customer C-37855","SW-FL-8YD","05/04/23",18088
"Customer C-42673","SW-FL-2YD","2021-07-08",7272
"Customer C-18216","SW-FL-2YD","06/14/22",10430
"Customer C-38096","SW-COMM-XX","2022-12-15",34361
"Customer C-36706","SW-RO-40","2021-01-23",63626
"Customer C-29251","SW-COMM-4","18-Oct-23",11861
"Customer C-42323","SW-RO-10","01/20/22",27988
"Customer C-37820","SW-FL-6YD","05/16/2024",15429
"Customer C-02520","SW-ROLLOFF-30YD","03/05/2021",49619
"Customer C-05224","SW-ROLLOFF-30YD","2024-10-03",53738
"Customer C-00886","SW-FL-8YD","2022-09-04",21358
"Customer C-23111","SW-RO-30YD","07/09/2023",49647
"Customer C-05970","SW-COMM-8YD","09-Feb-20",15490
"Customer C-15859","SW-RES-1-W","10/01/2024",58553
"Customer C-37000","SW-ROLLOFF-20YD","13-Apr-24",35511
"Customer C-37811","SW-RO-40","2019-07-15",62948
"Customer C-36416","SW-FL-8YD","11/19/20",14394
"Customer C-39885","SW-FL-4YD","12/20/2023",9452
"Customer C-41678","SW-ROLLOFF-10YD","01/01/20",29190
"Customer C-44962","SW-COMM-4YD","07/26/2021",15094
"Customer C-30884","SW-ROLLOFF-40YD","09/03/2023",64624
"Customer C-13733","SW-COMM-4","04/25/2023",12040
"Customer C-00812","SW-RES-1-BW","06/10/2022",50562
"Customer C-25206","SW-RO-30YD","11/23/2022",45967
"Customer C-20541","SW-RES-1-M","07-Jun-24",16436
"Customer C-34720","SW-RO-20","2023-07-02",39397
"Customer C-22355","SW-COMM-8YD","11/11/24",22999
"Customer C-18588","SW-ROLLOFF-10YD","06/08/2022",31098
"Customer C-13752","SW-RO-30","13-Aug-19",48002
"Customer C-12195","SW-RO-30","2021-04-24",47530
"Customer C-44313","SW-COMM-6","08/27/2024",19122
"Customer C-20234","SW-RO-20","02/09/19",37007
"Customer C-25055","SW-COMM-2YD","01/05/2022",8425
"Customer C-13228","SW-ROLLOFF-30YD","02/24/2023",53153
"Customer C-19324","SW-FL-2YD","2024-04-13",6872
"Customer C-23842","SW-COMM-2","06-Sep-21",5120
"Customer C-21690","SW-ROLLOFF-40YD","2024-07-05",61169
"Customer C-36308","SW-COMM-2YD","02/19/2024",4973
"Customer C-39874","SW-RO-40","08/19/24",57302
"Customer C-24426","SW-ROLLOFF-30YD","09/03/23",50266
"Customer C-23752","SW-XX-99YD","17-Sep-22",47737
"Customer C-27966","SW-RO-40YD","2024-01-03",57700
"Customer C-30186","SW-RO-40","08/15/2024",56462
"Customer C-25120","SW-COMM-8","07-Feb-24",21782
"Customer C-28008","SW-ROLLOFF-40YD","11/12/2022",60618
"Customer C-00830","SW-ROLLOFF-30YD","16-Aug-24",54741
"Customer C-16204","SW-RO-10","01/04/2020",29422
"Customer C-38651","SW-COMM-4YD","12/10/24",10287
"Customer C-05942","SW-ROLLOFF-20YD","19-Dec-21",38811
"Customer C-42923","SW-ROLLOFF-40YD","2024-01-02",59694
"Customer C-14756","SW-COMM-2","04/27/2022",9731
"Customer C-11037","SW-RO-20YD","09/19/2023",35167
"Customer C-42647","SW-RES-1-W","12/28/2023",12781
"Customer C-21588","SW-COMM-2YD","02/08/2022",12390
"Customer C-42676","SW-COMM-XX","13-Oct-19",33716
"Customer C-29364","SW-FL-8YD","2020-01-27",20113
"Customer C-30451","SW-RO-20","07/14/2024",35828
"Customer C-06248","SW-COMM-8YD","08/02/2020",20183
"Customer C-32923","SW-RO-40","05/09/2019",58189
"Customer C-19472","SW-COMM-6YD","02/14/2019",16702
"Customer C-26496","SW-ROLLOFF-10YD","08/17/2021",27210
"Customer C-08995","SW-COMM-6YD","12/17/2022",11557
"Customer C-00992","SW-RO-10","11-Sep-19",25190
"Customer C-38075","SW-RO-20YD","28-Oct-22",37358
"Customer C-18843","SW-ROLLOFF-40YD","01/10/2024",61820
"Customer C-20348","OLD-SVC-7","11/11/2021",30987
"Customer C-34829","SW-COMM-2YD","2020-03-15",9024
"Customer C-35210","SW-FL-8YD","08/26/23",15356
"Customer C-20448","SW-COMM-4YD","01/15/2022",13707
"Customer C-07629","SW-RO-10","20-Jul-21",34358
"Customer C-14415","SW-RO-10","06/07/2019",33161
"Customer C-20412","SW-FL-8YD","27-Mar-22",15995
"Customer C-28077","SW-RO-20","01/21/2022",44311
"Customer C-03421","SW-RO-10YD","06/11/2020",34422
"Customer C-43745","SW-RES-1-W","12/10/2021",56765
"Customer C-35092","SW-ROLLOFF-30YD","08/17/2024",47070
"Customer C-37725","SW-COMM-2YD","2023-11-23",13483
"Customer C-07369","SW-ROLLOFF-30YD","2024-04-12",52890
"Customer C-17841","SW-RO-10","2023-11-18",26681
"Customer C-31067","SW-COMM-8","03-Feb-23",22004
"Customer C-10401","SW-ROLLOFF-40YD","10/10/2024",56791
"Customer C-39192","SW-COMM-6","2019-06-03",11219
"Customer C-06372","SW-COMM-6YD","04/05/24",13187
"Customer C-07504","SW-COMM-4YD","03/03/2022",11294
"Customer C-39590","SW-COMM-6","24-Apr-19",18166
"Customer C-24827","SW-COMM-8","04/07/2023",19874
"Customer C-39268","SW-RES-1-BW","04/22/2024",16587
"Customer C-25535","SW-FL-8YD","08/17/2020",22468
"Customer C-00500","SW-COMM-XX","17-Nov-24",34718
"Customer C-34732","SW-ROLLOFF-20YD","04/18/2021",38435
"Customer C-15932","SW-COMM-4YD","12/15/2022",15509
"Customer C-36721","SW-RO-30","05/23/19",51240
"Customer C-29747","SW-ROLLOFF-30YD","08/22/24",54698
"Customer C-41229","SW-RES-1-BW","2022-11-07",57599
"Customer C-02706","SW-ROLLOFF-20YD","06/07/2021",39145
"Customer C-26171","SW-RO-20YD","09/25/2022",43048
"Customer C-21153","SW-RO-30YD","10/04/24",47090
"Customer C-25744","SW-FL-6YD","16-Sep-23",18635
"Customer C-27613","SW-FL-6YD","19-Apr-21",16014
"Customer C-38908","SW-RES-1-BW","2024-02-22",29817
"Customer C-37118","SW-COMM-8YD","2023-02-28",17176
"Customer C-37050","SW-FL-4YD","2024-07-18",11912
"Customer C-17534","SW-RO-20","13-Jul-20",39426
"Customer C-28058","SW-RO-20","2020-11-01",39513
"Customer C-39359","SW-COMM-6","08/12/24",13300
"Customer C-08619","SW-RO-20YD","05/26/2022",36589
"Customer C-20426","SW-RES-1-M","20-Feb-22",58485
"Customer C-01492","LEGACY-CODE","11/06/2024",8116
"Customer C-21299","SW-FL-6YD","11-Oct-20",12143
"Customer C-14842","SW-COMM-4","03/18/22",8730
"Customer C-17545","SW-ROLLOFF-30YD","03-Oct-19",48778
"Customer C-17193","SW-COMM-4YD","01/08/2019",12344
"Customer C-38723","SW-COMM-6","2024-11-22",13927
"Customer C-25604","SW-ROLLOFF-30YD","05/13/2022",53616
"Customer C-44821","SW-RES-1-W","11/21/2022",15956
"Customer C-05611","SW-RO-30YD","07/10/2020",47530
"Customer C-16643","SW-COMM-6YD","12/03/2020",11496
"Customer C-26441","SW-FL-8YD","2024-01-21",16645
"Customer C-36591","SW-COMM-6YD","06/08/2023",16075
"Customer C-38914","SW-COMM-6","2020-09-05",15375
"Customer C-32694","SW-RO-40YD","12/10/2019",59979
"Customer C-31980","SW-COMM-4YD","01/03/23",9893
"Customer C-09798","SW-RES-1-M","21-Nov-20",32567
"Customer C-37028","SW-FL-6YD","05-Dec-22",19374
"Customer C-11208","SW-ROLLOFF-40YD","07/13/2023",56558
"Customer C-30042","SW-RES-1-W","2019-01-26",34277
"Customer C-36286","SW-RO-20YD","07-Jul-20",44886
"Customer C-18022","SW-RO-40YD","10/06/2022",61128
"Customer C-29452","SW-RO-40YD","07/13/2023",59387
"Customer C-24801","SW-FL-2YD","01/23/2023",8130
"Customer C-43876","SW-COMM-8","12-Nov-19",22070
"Customer C-39272","SW-FL-6YD","01/12/2019",15377
"Customer C-22354","SW-RO-10YD","01/19/23",27979
"Customer C-23222","SW-COMM-6YD","2019-06-25",10504
"Customer C-35330","SW-ROLLOFF-30YD","04/12/22",45228
"Customer C-07029","SW-FL-2YD","04/08/22",10461
"Customer C-20815","SW-COMM-6","08/25/2020",19804
"Customer C-41691","SW-COMM-6","03/14/2022",10704
"Customer C-39454","SW-FL-2YD","11/18/2022",13377
"Customer C-03504","SW-RO-30YD","09/20/2022",50634
"Customer C-37160","SW-RES-1-W","02/22/2022",53644
"Customer C-32162","SW-ROLLOFF-10YD","2023-03-17",34926
"Customer C-38339","SW-FL-4YD","11/23/2023",10544
"Customer C-43945","SW-ROLLOFF-40YD","01/13/2024",61237
"Customer C-16959","SW-RO-10YD","10/24/22",31048
"Customer C-16522","SW-RO-30YD","2021-12-20",47652
"Customer C-12598","SW-ROLLOFF-40YD","05/22/22",63800
"Customer C-20444","SW-COMM-4","2021-03-07",9837
"Customer C-00705","SW-ROLLOFF-10YD","2023-11-08",31971
"Customer C-15884","SW-COMM-8","2024-08-21",17486
"Customer C-07975","SW-RES-1-W","12-Nov-23",16000
"Customer C-01587","SW-RO-30","01/07/2019",47549
"Customer C-19818","SW-XX-99YD","2023-04-21",12956
"Customer C-26849","SW-COMM-XX","14-Nov-23",19542
"Customer C-23909","SW-RO-30","08-Sep-22",46618
"Customer C-03945","SW-FL-8YD","09-Jan-22",21796
"Customer C-40732","SW-COMM-2","20-Dec-23",13872
"Customer C-09157","SW-RES-1-M","2019-01-09",43725
"Customer C-18011","SW-RES-1-BW","05/08/2024",33551
"Customer C-11837","SW-ROLLOFF-30YD","06/09/19",49398
"Customer C-05214","SW-ROLLOFF-10YD","10/28/23",32237
"Customer C-22324","SW-COMM-6YD","12-Jun-21",14497
"Customer C-28825","SW-RO-20","07/17/2019",40180
"Customer C-27219","SW-RO-10YD","11/15/2019",31006
"Customer C-00560","SW-FL-2YD","2023-06-18",8346
"Customer C-18843","SW-FL-2YD","2023-03-03",5893
"Customer C-19052","SW-FL-2YD","01/18/2022",4179
"Customer C-25418","SW-RO-30","11/14/2021",54603
"Customer C-20123","SW-COMM-4","12/12/2021",12701
"Customer C-39628","SW-RES-1-W","2023-04-05",64503
"Customer C-22482","SW-RO-40YD","19-Sep-22",60603
"Customer C-34718","SW-FL-8YD","10-Nov-24",14938
"Customer C-32160","NOPE-1","10/09/2019",41166
"Customer C-27550","SW-RO-40YD","06/06/2024",61695
"Customer C-37871","SW-RES-1-W","09/28/22",17962
"Customer C-36595","SW-RO-10","02/13/2022",31970
"Customer C-42686","SW-RO-20YD","06/03/2020",38380
"Customer C-41281","NOPE-1","03/25/2020",39649
"Customer C-37842","SW-RO-30YD","07/24/2023",46992
"Customer C-34746","SW-FL-8YD","03/04/19",13038
"Customer C-14124","SW-RO-30YD","2020-07-11",53279
"Customer C-06040","SW-COMM-2","2023-05-25",6468
"Customer C-45000","SW-ROLLOFF-40YD","07/25/2020",60018
"Customer C-03115","SW-COMM-4YD","06/22/2023",15006
"Customer C-28736","SW-FL-6YD","03/04/24",16673
"Customer C-18977","SW-RO-10","10-May-19",34178
"Customer C-22388","SW-COMM-4","05/04/23",14220
"Customer C-21930","SW-RO-20","07/12/2019",40375
"Customer C-06497","SW-RO-30YD","12/07/2019",49997
"Customer C-21721","SW-RES-1-BW","2021-05-04",43089
"Customer C-28845","SW-COMM-8YD","11/24/22",21105
"Customer C-00665","SW-ROLLOFF-40YD","2019-02-07",56473
"Customer C-41306","SW-RO-20YD","04/10/2023",37222
"Customer C-18009","SW-RO-30","2021-10-27",45318
"Customer C-27414","SW-FL-2YD","09/26/20",12262
"Customer C-36232","SW-ROLLOFF-40YD","21-Nov-23",59321
"Customer C-42385","SW-RES-1-W","04/19/21",18969
"Customer C-26118","SW-COMM-6YD","11/08/2019",12828
"Customer C-15946","SW-RO-40","27-Sep-24",64934
"Customer C-37103","NOPE-1","02/03/2022",29147
"Customer C-39209","LEGACY-CODE","04/08/2024",57598
"Customer C-34938","SW-COMM-6","04-Jul-23",14825
"Customer C-40308","SW-ROLLOFF-10YD","11-May-19",34498
"Customer C-33732","SW-RO-10YD","12/27/19",30063
"Customer C-34773","SW-RO-20","07/19/24",43365
"Customer C-36348","SW-FL-8YD","10/01/22",18656
"Customer C-38230","SW-RO-10","09/05/2022",31900
"Customer C-07696","SW-COMM-2","2023-01-03",9553
"Customer C-20466","SW-RO-10YD","05/11/2021",34807
"Customer C-38662","SW-RO-10","07/05/22",25382
"Customer C-10217","SW-RO-40YD","11/21/2019",61046
"Customer C-21411","SW-RO-20","2023-10-06",36662
"Customer C-09286","SW-ROLLOFF-20YD","04/27/2021",36505
"Customer C-22333","SW-COMM-4","03/28/2022",16240
"Customer C-34038","SW-ROLLOFF-20YD","2023-06-05",39309
"Customer C-01004","SW-RO-20YD","14-Mar-23",38591
"Customer C-01539","SW-ROLLOFF-40YD","20-Dec-24",59932
"Customer C-29225","SW-RO-20YD","2020-09-21",37360
"Customer C-43507","SW-COMM-4","27-Mar-24",16775
"Customer C-37981","SW-ROLLOFF-30YD","03-May-22",48770
"Customer C-16632","SW-XX-99YD","11/12/20",15083
"Customer C-12595","SW-COMM-2","05-Sep-23",10906
"Customer C-30563","SW-COMM-XX","10/13/2023",54442
"Customer C-06561","SW-RO-20YD","05/22/21",35607
"Customer C-26456","SW-RO-20","10/03/2021",41607
"Customer C-24482","SW-ROLLOFF-20YD","07/09/2022",38679
"Customer C-32810","SW-RO-10","06/05/20",25502
"Customer C-06755","SW-COMM-4YD","10/21/24",11210
"Customer C-07407","SW-RES-1-BW","22-Jan-23",57316
"Customer C-36115","SW-COMM-8YD","06/27/2022",13622
"Customer C-15771","SW-ROLLOFF-20YD","06/27/2019",35235
"Customer C-30823","SW-FL-4YD","2022-09-11",10094
"Customer C-38725","SW-RO-30","26-Jul-22",47823
"Customer C-25736","SW-RO-40YD","02/09/2021",57090
"Customer C-28758","SW-RO-40","2020-08-18",58940
"Customer C-04411","SW-FL-2YD","03/19/20",7992
"Customer C-42285","NOPE-1","05/24/2021",37488
"Customer C-01747","OLD-SVC-7","2020-09-12",64342
"Customer C-24310","SW-RES-1-BW","05/25/21",10481
"Customer C-36739","SW-ROLLOFF-30YD","2024-09-12",51436
"Customer C-40026","SW-FL-8YD","10-Jun-20",17974
"Customer C-40575","SW-RES-1-W","2022-04-14",36749
"Customer C-02958","SW-COMM-XX","08/04/22",45609
"Customer C-35129","SW-COMM-2YD","2020-07-11",9171
"Customer C-09833","SW-COMM-6","05/20/20",19840
"Customer C-23375","SW-ROLLOFF-30YD","06-Sep-23",46153
"Customer C-12152","SW-COMM-8","09/08/2019",16146
"Customer C-24751","SW-FL-8YD","01/05/22",17111
"Customer C-12547","SW-ROLLOFF-20YD","08/23/23",35844
"Customer C-25869","SW-XX-99YD","11/07/2020",27984
"Customer C-13319","SW-FL-4YD","02/05/2023",14352
"Customer C-16753","SW-RES-1-W","2024-12-09",29723
"Customer C-38765","SW-FL-6YD","10/24/22",11721
"Customer C-35211","SW-RO-10","07-Oct-24",29419
"Customer C-32971","SW-FL-2YD","2021-03-26",7756
"Customer C-26091","SW-COMM-4","2019-06-24",9835
"Customer C-16934","SW-ROLLOFF-30YD","11/26/2024",48403
"Customer C-09403","SW-RES-1-W","2022-12-27",62135
"Customer C-21055","SW-ROLLOFF-40YD","03/09/2021",60837
"Customer C-09854","SW-RO-30YD","28-Feb-19",49018
"Customer C-07233","LEGACY-CODE","2020-08-20",30234
"Customer C-38240","OLD-SVC-7","2024-01-06",16198
"Customer C-26005","SW-RO-40YD","12/01/2019",58392
"Customer C-28752","SW-RO-10YD","07/20/2024",28273
"Customer C-39450","SW-RO-20YD","06/04/22",41798
"Customer C-24215","SW-COMM-4","08/27/2023",8813
"Customer C-06351","SW-FL-4YD","01/18/2020",9315
"Customer C-17509","SW-RO-40YD","06/03/2023",60035
"Customer C-35363","SW-ROLLOFF-10YD","05/10/2024",34323
"Customer C-14968","SW-RO-20YD","11/16/23",44034
"Customer C-04759","SW-RO-20","12/01/2024",37323
"Customer C-26844","SW-FL-6YD","08-Jan-24",12158
"Customer C-22285","SW-RO-30YD","11/10/2023",47593
"Customer C-17308","SW-COMM-4","02/06/2021",7113
"Customer C-05731","SW-RES-1-W","07/16/24",15865
"Customer C-25075","SW-RES-1-W","12/27/2022",63209
"Customer C-09795","SW-RO-10","08/26/21",32431
"Customer C-21198","SW-RO-20","05/08/2019",40180
"Customer C-12595","SW-ROLLOFF-10YD","09/20/23",25705
"Customer C-28806","SW-ROLLOFF-30YD","01/19/22",51274
"Customer C-29518","SW-RO-20YD","10/21/2023",37841
"Customer C-08821","SW-RES-1-M","16-Feb-19",35040
"Customer C-31130","SW-FL-8YD","09/12/2019",14874
"Customer C-00166","SW-COMM-8","03/14/2021",22461
"Customer C-29953","SW-FL-4YD","2022-01-06",8446
"Customer C-23290","SW-ROLLOFF-10YD","08-Nov-23",33419
"Customer C-29977","SW-XX-99YD","12/13/2021",22947
"Customer C-13754","SW-COMM-8YD","09-Feb-21",15242
"Customer C-04955","SW-COMM-6","06-Mar-21",10250
"Customer C-23790","SW-COMM-6","09/01/2019",13005
"Customer C-23357","SW-ROLLOFF-40YD","2023-04-01",61483
"Customer C-17758","SW-RES-1-BW","02/27/20",31003
"Customer C-16694","OLD-SVC-7","08/15/22",62450
"Customer C-17622","SW-COMM-2YD","2022-04-04",11534
"Customer C-04171","SW-COMM-8","06/06/2020",17981
"Customer C-36357","SW-COMM-8","2023-03-25",20542
"Customer C-32485","SW-FL-6YD","2021-07-20",14923
"Customer C-35860","SW-FL-4YD","2024-03-07",11011
"Customer C-03334","SW-FL-8YD","07/18/2022",17394
"Customer C-24518","SW-COMM-2","06/14/21",9238
"Customer C-16261","SW-RES-1-BW","05/25/2023",17844
"Customer C-27455","SW-ROLLOFF-10YD","03-Dec-19",34664
